epoch,loss,mae,val_loss,val_mae,learning_rate
0,0.3315035801913057,0.3315035801913057,0.33099491397539776,0.33099491397539776,0.0001
1,0.25675277571593014,0.25675277571593014,0.23988221089045206,0.23988221089045206,0.0001
2,0.22995043519352162,0.22995043519352162,0.21136331309874853,0.21136331309874853,0.0001
3,0.2086675108543464,0.2086675108543464,0.1897045224905014,0.1897045224905014,0.0001
4,0.18971721402236394,0.18971721402236394,0.1724368929862976,0.1724368929862976,0.0001
5,0.17208841735763208,0.17208841735763208,0.16164247691631317,0.16164247691631317,0.0001
6,0.1559871451130935,0.1559871451130935,0.14999917646249136,0.14999917646249136,0.0001
7,0.1401995505605425,0.1401995505605425,0.1355314627289772,0.1355314627289772,0.0001
8,0.1251863460721714,0.1251863460721714,0.11575540403525035,0.11575540403525035,0.0001
9,0.11311861726322345,0.11311861726322345,0.09875284011165301,0.09875284011165301,0.0001
10,0.10348478744604758,0.10348478744604758,0.09615339462955792,0.09615339462955792,0.0001
11,0.09087425536875214,0.09087425536875214,0.08886171629031499,0.08886171629031499,0.0001
12,0.08373745171619314,0.08373745171619314,0.0801146887242794,0.0801146887242794,0.0001
13,0.07455391004415494,0.07455391004415494,0.06860461210211118,0.06860461210211118,0.0001
14,0.06658039168853845,0.06658039168853845,0.06298293980459373,0.06298293980459373,0.0001
15,0.059563588351011276,0.059563588351011276,0.06024536242087682,0.06024536242087682,0.0001
16,0.054616824856826236,0.054616824856826236,0.05539081059396267,0.05539081059396267,0.0001
17,0.04958347949598517,0.04958347949598517,0.04892972856760025,0.04892972856760025,0.0001
18,0.045197018555232456,0.045197018555232456,0.04520664239923159,0.04520664239923159,0.0001
19,0.041797609134976356,0.041797609134976356,0.04341018386185169,0.04341018386185169,0.0001
20,0.03839033186834838,0.03839033186834838,0.038884112611413,0.038884112611413,0.0001
21,0.03567608296205955,0.03567608296205955,0.037277755017081894,0.037277755017081894,0.0001
22,0.03258362565455692,0.03258362565455692,0.03673897124826908,0.03673897124826908,0.0001
23,0.02976468118972012,0.02976468118972012,0.03171739509950081,0.03171739509950081,0.0001
24,0.028272822432752167,0.028272822432752167,0.031210158330698807,0.031210158330698807,0.0001
25,0.027016330177762678,0.027016330177762678,0.03253137661765019,0.03253137661765019,0.0001
26,0.0255537970390703,0.0255537970390703,0.02648703133066495,0.02648703133066495,0.0001
27,0.023734856895836338,0.023734856895836338,0.028305447349945705,0.028305447349945705,0.0001
28,0.023560841301722184,0.023560841301722184,0.02731181588023901,0.02731181588023901,0.0001
29,0.021375364191564068,0.021375364191564068,0.02448847641547521,0.02448847641547521,0.0001
30,0.020721214790163294,0.020721214790163294,0.02320060847947995,0.02320060847947995,0.0001
31,0.019625249352040037,0.019625249352040037,0.023398498073220253,0.023398498073220253,0.0001
32,0.01750964411933507,0.01750964411933507,0.02157544670626521,0.02157544670626521,0.0001
33,0.0184197773258867,0.0184197773258867,0.02131950156763196,0.02131950156763196,0.0001
34,0.01688298291992396,0.01688298291992396,0.021375686551133793,0.021375686551133793,0.0001
35,0.016492314487030462,0.016492314487030462,0.021473565138876438,0.021473565138876438,0.0001
36,0.015175275155343115,0.015175275155343115,0.019728198337058227,0.019728198337058227,0.0001
37,0.015658008932535137,0.015658008932535137,0.019192123009512823,0.019192123009512823,0.0001
38,0.01440601795911789,0.01440601795911789,0.018459963146597147,0.018459963146597147,0.0001
39,0.013695420896900552,0.013695420896900552,0.019061684453239042,0.019061684453239042,0.0001
40,0.013174180889369122,0.013174180889369122,0.017572122781227034,0.017572122781227034,0.0001
41,0.012107739424599069,0.012107739424599069,0.01678195393954714,0.01678195393954714,0.0001
42,0.013188711567116635,0.013188711567116635,0.01775144614900152,0.01775144614900152,0.0001
43,0.01257664552291057,0.01257664552291057,0.015974778837213915,0.015974778837213915,0.0001
44,0.011585632505427514,0.011585632505427514,0.01729369442909956,0.01729369442909956,0.0001
45,0.011065659213012882,0.011065659213012882,0.015646852397670347,0.015646852397670347,0.0001
46,0.010575010025474642,0.010575010025474642,0.017244495296229918,0.017244495296229918,0.0001
47,0.01045585859433881,0.01045585859433881,0.016011657814184826,0.016011657814184826,0.0001
48,0.010245177445800177,0.010245177445800177,0.01477219940473636,0.01477219940473636,0.0001
49,0.009746852887993944,0.009746852887993944,0.01561524843176206,0.01561524843176206,0.0001
50,0.009255594166461378,0.009255594166461378,0.014523261847595373,0.014523261847595373,0.0001
51,0.009444643219467252,0.009444643219467252,0.014995756869514784,0.014995756869514784,0.0001
52,0.009645767925706292,0.009645767925706292,0.015702542771274846,0.015702542771274846,0.0001
53,0.008957806101534516,0.008957806101534516,0.014355364177996913,0.014355364177996913,0.0001
54,0.009373812695100372,0.009373812695100372,0.014246698779364428,0.014246698779364428,0.0001
55,0.008788762630761735,0.008788762630761735,0.013802704013263186,0.013802704013263186,0.0001
56,0.00853693561761507,0.00853693561761507,0.014139084843918681,0.014139084843918681,0.0001
57,0.00848767303562324,0.00848767303562324,0.031246393608550232,0.031246393608550232,0.0001
58,0.010043370204844646,0.010043370204844646,0.013786396011710167,0.013786396011710167,0.0001
59,0.008653332969905543,0.008653332969905543,0.013627036629865566,0.013627036629865566,0.0001
60,0.008473719054433917,0.008473719054433917,0.013413736131042242,0.013413736131042242,0.0001
61,0.008542321248179567,0.008542321248179567,0.014634473249316216,0.014634473249316216,0.0001
62,0.0077519719239457375,0.0077519719239457375,0.012500526771570245,0.012500526771570245,0.0001
63,0.00803692965668493,0.00803692965668493,0.013805791192377606,0.013805791192377606,0.0001
64,0.007975839219787824,0.007975839219787824,0.011962742311879992,0.011962742311879992,0.0001
65,0.007460538214737815,0.007460538214737815,0.012527680024504662,0.012527680024504662,0.0001
66,0.007337537078586008,0.007337537078586008,0.013348880922421813,0.013348880922421813,0.0001
67,0.0071478994047668365,0.0071478994047668365,0.013406352062399188,0.013406352062399188,0.0001
68,0.007621092114797128,0.007621092114797128,0.012206979095935822,0.012206979095935822,0.0001
69,0.007098616208947662,0.007098616208947662,0.012492527409146229,0.012492527409146229,0.0001
70,0.006502688113999154,0.006502688113999154,0.011734632076695561,0.011734632076695561,1e-05
71,0.0063938792362543085,0.0063938792362543085,0.012125719571486115,0.012125719571486115,1e-05
72,0.006232333934998938,0.006232333934998938,0.012059440448259314,0.012059440448259314,1e-05
73,0.00633769591305671,0.00633769591305671,0.011868578381836414,0.011868578381836414,1e-05
74,0.006356004766920316,0.006356004766920316,0.01236275063517193,0.01236275063517193,1e-05
75,0.006340583661637668,0.006340583661637668,0.01212402266295006,0.01212402266295006,1e-05
76,0.006219821865670383,0.006219821865670383,0.011799496210490664,0.011799496210490664,1.0000000000000002e-06
77,0.0061711113168192765,0.0061711113168192765,0.012430579401552677,0.012430579401552677,1.0000000000000002e-06
78,0.006201698760768133,0.006201698760768133,0.012417331958810488,0.012417331958810488,1.0000000000000002e-06
