epoch,loss,mae,val_loss,val_mae,learning_rate
0,0.26547451982540743,0.26547451982540743,0.2053907811641693,0.2053907811641693,0.0001
1,0.2007662584739072,0.2007662584739072,0.18549308677514395,0.18549308677514395,0.0001
2,0.1733078890080963,0.1733078890080963,0.15834068755308786,0.15834068755308786,0.0001
3,0.1596691504653011,0.1596691504653011,0.15006077786286673,0.15006077786286673,0.0001
4,0.13983894591884954,0.13983894591884954,0.12966091930866241,0.12966091930866241,0.0001
5,0.12379282659717969,0.12379282659717969,0.12313071638345718,0.12313071638345718,0.0001
6,0.11239749751985073,0.11239749751985073,0.10465895260373752,0.10465895260373752,0.0001
7,0.10032323388648885,0.10032323388648885,0.0906779058277607,0.0906779058277607,0.0001
8,0.08970427632864032,0.08970427632864032,0.09505567699670792,0.09505567699670792,0.0001
9,0.08072815649211407,0.08072815649211407,0.08704358960191409,0.08704358960191409,0.0001
10,0.07787065846579415,0.07787065846579415,0.07748843481143315,0.07748843481143315,0.0001
11,0.06901948220495667,0.06901948220495667,0.06347242618600528,0.06347242618600528,0.0001
12,0.062293973352227895,0.062293973352227895,0.061556254203120865,0.061556254203120865,0.0001
13,0.056270120798477104,0.056270120798477104,0.0524499968936046,0.0524499968936046,0.0001
14,0.052665322220751216,0.052665322220751216,0.054813774302601814,0.054813774302601814,0.0001
15,0.04975586012005806,0.04975586012005806,0.05050317011773586,0.05050317011773586,0.0001
16,0.044460129724549394,0.044460129724549394,0.04303594181934992,0.04303594181934992,0.0001
17,0.04247877301116075,0.04247877301116075,0.044191199665268265,0.044191199665268265,0.0001
18,0.038665207967694314,0.038665207967694314,0.04141631598273913,0.04141631598273913,0.0001
19,0.03726895526051521,0.03726895526051521,0.040204414476950966,0.040204414476950966,0.0001
20,0.03335681823747499,0.03335681823747499,0.034967430556813874,0.034967430556813874,0.0001
21,0.03190705748940153,0.03190705748940153,0.0352315679192543,0.0352315679192543,0.0001
22,0.029979259806818197,0.029979259806818197,0.030333293912311394,0.030333293912311394,0.0001
23,0.02695896622857877,0.02695896622857877,0.03045681770890951,0.03045681770890951,0.0001
24,0.026397887783657228,0.026397887783657228,0.028819340591629345,0.028819340591629345,0.0001
25,0.025874025221647962,0.025874025221647962,0.02904382348060608,0.02904382348060608,0.0001
26,0.024226448299097165,0.024226448299097165,0.027235933269063633,0.027235933269063633,0.0001
27,0.02288702848766531,0.02288702848766531,0.026245403103530407,0.026245403103530407,0.0001
28,0.02130382158793509,0.02130382158793509,0.025144909818967182,0.025144909818967182,0.0001
29,0.020883477359477962,0.020883477359477962,0.0218612610672911,0.0218612610672911,0.0001
